Latitude,Longitude,Speed
44.953938005533956,-93.15490149901542,0
44.953488417846444,-93.15439808622764,null
44.95283755821997,-93.15420637870943,null
44.952812585184844,-93.15417196036323,null
44.95331225408216,-93.15412847584383,null
44.95331225408216,-93.15412847584383,null
44.95331225408216,-93.15412847584383,null
44.953476765582344,-93.15459830262577,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95317527761849,-93.15403933994932,null
44.95234517293935,-93.15769530385178,null
44.95234517293935,-93.15769530385178,null
44.95227935946344,-93.16104860502783,null
44.95227935946344,-93.16104860502783,null
44.95227935946344,-93.16104860502783,null
44.95227935946344,-93.16104860502783,null
44.95227935946344,-93.16104860502783,null
44.951956520388116,-93.16960101207934,null
44.951956520388116,-93.16960101207934,null
44.951956520388116,-93.16960101207934,null
44.951956520388116,-93.16960101207934,null
44.954707271360384,-93.1881941837493,null
44.9547697451179,-93.18849642343636,null
44.9547697451179,-93.18849642343636,null
44.9547697451179,-93.18849642343636,null
44.9547697451179,-93.18849642343636,null
44.9547697451179,-93.18849642343636,null
44.95989951756213,-93.20765803901487,null
44.959842511110516,-93.20774065939109,null
44.95999882399035,-93.20809102207005,null
44.96026137390995,-93.20902698550609,null
44.96260791103931,-93.2129723088874,null
44.96262478347907,-93.21299244389043,null
44.96277514012175,-93.21326426251984,null
44.96341018640954,-93.21462323436387,null
44.96604747334212,-93.21862259197638,null
44.96629761108898,-93.21895788218812,null
44.96692264671254,-93.22077278847844,null
44.967435293627446,-93.22232758579473,null
44.96777317389904,-93.22260184276502,null
44.96953897008022,-93.22283852573837,null
44.970090905386435,-93.22287800697492,null
